compound,concentration,moa,attention,idx,resistance_type,resistance_code,dmso_similarity,moa_similarity,cross_moa,cross_moa_similarity
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.3026697 0.3373575 0.3599728],70,SENSITIVE,0,0.9937301278114319,0.9637917280197144,,0.9917897582054138
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.30640787 0.33431086 0.3592813 ],71,SENSITIVE,0,0.9948919415473938,0.9715588688850403,,0.9922460317611694
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.3027713  0.33571598 0.36151266],72,SENSITIVE,0,0.9856683015823364,0.9820505380630493,,0.9933227300643921
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.3027878  0.3447387  0.35247347],73,SENSITIVE,0,0.9884350299835205,0.977031946182251,,0.99041748046875
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30211666 0.34121552 0.35666785],74,SENSITIVE,0,0.9895521402359009,0.9749884605407715,,0.9945344924926758
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30330193 0.33397624 0.36272186],75,SENSITIVE,0,0.9881123304367065,0.9804942607879639,,0.9907750487327576
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30501926 0.33717737 0.35780337],76,SENSITIVE,0,0.987480640411377,0.9787592887878418,,0.9956958293914795
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.3039109  0.3374581  0.35863104],77,SENSITIVE,0,0.9916057586669922,0.9772515296936035,,0.9899798631668091
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30099303 0.34127876 0.3577282 ],78,SENSITIVE,0,0.9878700375556946,0.9716649651527405,,0.9911927580833435
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.3033901  0.33912608 0.35748386],79,SENSITIVE,0,0.9927682876586914,0.9799817800521851,,0.9930415749549866
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30139613 0.33612508 0.3624788 ],80,SENSITIVE,0,0.9900963306427002,0.9780532717704773,,0.9898362159729004
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30432183 0.33748698 0.3581911 ],81,SENSITIVE,0,0.9909355640411377,0.978279173374176,,0.9911720752716064
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30927318 0.34150365 0.3492232 ],82,SENSITIVE,0,0.9908179044723511,0.9803180694580078,,0.9920703768730164
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.30205256 0.33489853 0.36304894],83,SENSITIVE,0,0.9909524917602539,0.9793065786361694,,0.9906360507011414
AZ841,1.0,Aurora kinase inhibitors,[0.30125692 0.3356303  0.36311284],84,SENSITIVE,0,0.9661659598350525,0.9893007278442383,,0.9897105693817139
AZ841,1.0,Aurora kinase inhibitors,[0.3047076  0.33530116 0.3599913 ],85,SENSITIVE,0,0.9552731513977051,0.9901009798049927,,0.989687442779541
AZ841,1.0,Aurora kinase inhibitors,[0.30960345 0.33201855 0.35837802],86,SENSITIVE,0,0.9644132852554321,0.9928148984909058,,0.9928181767463684
AZ841,1.0,Aurora kinase inhibitors,[0.3048828  0.33773038 0.35738686],87,SENSITIVE,0,0.9547222256660461,0.9925498962402344,,0.9912294745445251
AZ841,1.0,Aurora kinase inhibitors,[0.301192  0.3404647 0.3583433],88,SENSITIVE,0,0.9649078845977783,0.9919230937957764,,0.9941867589950562
AZ841,1.0,Aurora kinase inhibitors,[0.30702817 0.33786008 0.35511175],89,SENSITIVE,0,0.9669960141181946,0.9875971078872681,,0.9889370203018188
AZ841,1.0,Aurora kinase inhibitors,[0.3042661  0.33719298 0.35854092],90,SENSITIVE,0,0.9609099626541138,0.9913631081581116,,0.9934961795806885
AZ841,1.0,Aurora kinase inhibitors,[0.30381864 0.34107035 0.355111  ],91,SENSITIVE,0,0.9579026699066162,0.9938907623291016,,0.9932133555412292
AZ841,1.0,Aurora kinase inhibitors,[0.30311644 0.33773163 0.35915193],92,SENSITIVE,0,0.9738287329673767,0.9896454215049744,,0.9895946979522705
AZ841,1.0,Aurora kinase inhibitors,[0.30701667 0.33754155 0.3554418 ],93,SENSITIVE,0,0.9527032375335693,0.9897196292877197,,0.9891461133956909
AZ841,1.0,Aurora kinase inhibitors,[0.30252787 0.33729133 0.3601808 ],94,SENSITIVE,0,0.9665135741233826,0.9936270117759705,,0.9925731420516968
AZ841,1.0,Aurora kinase inhibitors,[0.3029398  0.340813   0.35624716],95,SENSITIVE,0,0.9642329216003418,0.9931631088256836,,0.9926575422286987
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30633685 0.33692694 0.3567362 ],96,SENSITIVE,0,0.9919703006744385,0.9694686532020569,,0.991403341293335
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.308236   0.33937895 0.35238498],97,SENSITIVE,0,0.9949333667755127,0.9642215967178345,,0.9920186996459961
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30597445 0.33905864 0.35496688],98,SENSITIVE,0,0.994933545589447,0.9663006067276001,,0.9913575649261475
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.3024414  0.3414856  0.35607302],99,SENSITIVE,0,0.9934002161026001,0.9681394100189209,,0.9934790134429932
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30330202 0.33674055 0.35995743],100,SENSITIVE,0,0.9914162158966064,0.9671366214752197,,0.991433322429657
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30237654 0.3414007  0.35622275],101,SENSITIVE,0,0.9964003562927246,0.9685001373291016,,0.9932055473327637
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30178535 0.33952385 0.35869077],102,SENSITIVE,0,0.9919306039810181,0.975293755531311,,0.9937419891357422
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.3079136  0.33871514 0.35337132],103,SENSITIVE,0,0.9938974380493164,0.9677562713623047,,0.9929968118667603
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.3040727  0.34469324 0.351234  ],104,SENSITIVE,0,0.9954033493995667,0.9658942222595215,,0.993971049785614
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.3082131  0.33490175 0.35688514],105,SENSITIVE,0,0.9942491054534912,0.9702556133270264,,0.9930399656295776
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30240035 0.3386654  0.3589342 ],106,SENSITIVE,0,0.993933916091919,0.9694678783416748,,0.995071530342102
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30334607 0.33951765 0.3571363 ],107,SENSITIVE,0,0.9953304529190063,0.9678452610969543,,0.9943863749504089
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30725497 0.3414937  0.35125136],108,SENSITIVE,0,0.9924066066741943,0.9786943197250366,,0.9914439916610718
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30304763 0.3411856  0.35576674],109,SENSITIVE,0,0.9874985218048096,0.9763730764389038,,0.9944899082183838
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.3019059  0.34205788 0.3560362 ],110,SENSITIVE,0,0.99192214012146,0.9820520877838135,,0.9920399785041809
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.31001046 0.33876154 0.351228  ],111,SENSITIVE,0,0.9868236780166626,0.9736136198043823,,0.9887346029281616
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.3054023  0.34107766 0.3535201 ],112,SENSITIVE,0,0.9922397136688232,0.9778472185134888,,0.9907675981521606
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.3080443  0.3394866  0.35246906],113,SENSITIVE,0,0.9878078699111938,0.9800673127174377,,0.9921891689300537
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30833262 0.3382121  0.35345528],114,SENSITIVE,0,0.9883219003677368,0.9776262044906616,,0.9909585118293762
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30596036 0.34104118 0.35299844],115,SENSITIVE,0,0.9874133467674255,0.9797140955924988,,0.9945204257965088
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30104145 0.33823928 0.3607193 ],116,SENSITIVE,0,0.9883707165718079,0.9824576377868652,,0.9929594993591309
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30705768 0.33955753 0.3533848 ],117,SENSITIVE,0,0.9860440492630005,0.9805822968482971,,0.9919514656066895
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30526832 0.34301314 0.35171857],118,SENSITIVE,0,0.9877821803092957,0.9809616804122925,,0.986963152885437
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.30195764 0.34104633 0.35699603],119,SENSITIVE,0,0.9909070730209351,0.9799703359603882,,0.9889344573020935
AZ-A,1.0,Aurora kinase inhibitors,[0.30488527 0.34206435 0.35305038],120,SENSITIVE,0,0.9635143876075745,0.9939653873443604,,0.9934929609298706
AZ-A,1.0,Aurora kinase inhibitors,[0.30564004 0.33468634 0.35967365],121,SENSITIVE,0,0.964252769947052,0.9889375567436218,,0.9929232001304626
AZ-A,1.0,Aurora kinase inhibitors,[0.30462503 0.33768862 0.3576863 ],122,SENSITIVE,0,0.9586851000785828,0.9939301013946533,,0.993712306022644
AZ-A,1.0,Aurora kinase inhibitors,[0.3024545  0.34076786 0.35677764],123,SENSITIVE,0,0.95796799659729,0.9921751022338867,,0.9926078915596008
AZ-A,1.0,Aurora kinase inhibitors,[0.30623206 0.34393138 0.34983656],124,SENSITIVE,0,0.9661275744438171,0.9910399913787842,,0.9925289154052734
AZ-A,1.0,Aurora kinase inhibitors,[0.30187398 0.33745039 0.36067563],125,SENSITIVE,0,0.9604232311248779,0.9941365718841553,,0.9941877126693726
AZ-A,1.0,Aurora kinase inhibitors,[0.30623353 0.3450954  0.34867108],126,SENSITIVE,0,0.9673776626586914,0.9928627014160156,,0.9936013221740723
AZ-A,1.0,Aurora kinase inhibitors,[0.31059557 0.3359476  0.35345683],127,SENSITIVE,0,0.9576209783554077,0.9915106892585754,,0.9920538663864136
AZ-A,1.0,Aurora kinase inhibitors,[0.30468056 0.3390561  0.35626334],128,SENSITIVE,0,0.9670359492301941,0.9922778010368347,,0.9910051822662354
AZ-A,1.0,Aurora kinase inhibitors,[0.3026724  0.33845055 0.358877  ],129,SENSITIVE,0,0.9679309725761414,0.9886051416397095,,0.9906953573226929
AZ-A,1.0,Aurora kinase inhibitors,[0.30404106 0.33964545 0.35631353],130,SENSITIVE,0,0.9696815013885498,0.9908047914505005,,0.9905427098274231
AZ-A,1.0,Aurora kinase inhibitors,[0.30628693 0.3380586  0.35565448],131,SENSITIVE,0,0.9697645902633667,0.9864104986190796,,0.9898881912231445
AZ-A,3.0,Aurora kinase inhibitors,[0.30162165 0.3435727  0.35480568],132,SENSITIVE,0,0.9064168930053711,0.9814929366111755,,0.9908598065376282
AZ-A,3.0,Aurora kinase inhibitors,[0.3070166  0.34056133 0.35242206],133,SENSITIVE,0,0.8828209042549133,0.9713202714920044,,0.9913138151168823
AZ-A,3.0,Aurora kinase inhibitors,[0.30309972 0.34357637 0.35332388],134,SENSITIVE,0,0.8901346325874329,0.9749019145965576,,0.9907810688018799
AZ-A,3.0,Aurora kinase inhibitors,[0.3060236 0.3423204 0.351656 ],135,SENSITIVE,0,0.8871127963066101,0.971605658531189,,0.9901742339134216
AZ-A,3.0,Aurora kinase inhibitors,[0.30630752 0.3377047  0.3559878 ],136,SENSITIVE,0,0.8924007415771484,0.9751303195953369,,0.9912259578704834
AZ-A,3.0,Aurora kinase inhibitors,[0.30552647 0.336703   0.35777053],137,SENSITIVE,0,0.8989623785018921,0.9772535562515259,,0.9904519319534302
AZ-A,3.0,Aurora kinase inhibitors,[0.30504268 0.33835515 0.35660216],138,SENSITIVE,0,0.9013205766677856,0.9793707132339478,,0.9914003610610962
AZ-A,3.0,Aurora kinase inhibitors,[0.30314592 0.34027946 0.3565746 ],139,SENSITIVE,0,0.9104173183441162,0.98171067237854,,0.9902641773223877
AZ-A,3.0,Aurora kinase inhibitors,[0.30181408 0.34016895 0.358017  ],140,SENSITIVE,0,0.8949847221374512,0.9767844080924988,,0.9903872609138489
AZ-A,3.0,Aurora kinase inhibitors,[0.30338606 0.34316835 0.35344562],141,SENSITIVE,0,0.9082465767860413,0.981926679611206,,0.9927931427955627
AZ-A,3.0,Aurora kinase inhibitors,[0.30385506 0.34091136 0.35523364],142,SENSITIVE,0,0.889533281326294,0.9735050797462463,,0.9896878004074097
AZ-A,3.0,Aurora kinase inhibitors,[0.30139026 0.33984965 0.35876012],143,SENSITIVE,0,0.9020898342132568,0.9777287244796753,,0.9891683459281921
AZ-A,10.0,Aurora kinase inhibitors,[0.30728123 0.33964407 0.3530747 ],144,SENSITIVE,0,0.8332157731056213,0.9436708688735962,,0.9934439063072205
AZ-A,10.0,Aurora kinase inhibitors,[0.30746323 0.3436886  0.34884822],145,SENSITIVE,0,0.8164883852005005,0.9337056875228882,,0.996343195438385
AZ-A,10.0,Aurora kinase inhibitors,[0.30417427 0.3433141  0.35251167],146,SENSITIVE,0,0.8266016244888306,0.940756618976593,,0.9960141777992249
AZ-A,10.0,Aurora kinase inhibitors,[0.30269566 0.34625852 0.3510458 ],147,SENSITIVE,0,0.8245944976806641,0.9384255409240723,,0.9968549013137817
AZ-A,10.0,Aurora kinase inhibitors,[0.3039656  0.34118327 0.35485116],148,SENSITIVE,0,0.8186360597610474,0.9347553253173828,,0.9969006776809692
AZ-A,10.0,Aurora kinase inhibitors,[0.30194005 0.34214526 0.35591468],149,SENSITIVE,0,0.8469864726066589,0.9516489505767822,,0.9915429949760437
AZ-A,10.0,Aurora kinase inhibitors,[0.30502555 0.3406442  0.35433024],150,SENSITIVE,0,0.8305537104606628,0.9421199560165405,,0.9905853867530823
AZ-A,10.0,Aurora kinase inhibitors,[0.3025409  0.3380627  0.35939643],151,SENSITIVE,0,0.814957320690155,0.9325672388076782,,0.9944530725479126
AZ-A,10.0,Aurora kinase inhibitors,[0.30541334 0.3396376  0.35494906],152,SENSITIVE,0,0.8331829309463501,0.9442459344863892,,0.9946908950805664
AZ-A,10.0,Aurora kinase inhibitors,[0.30173427 0.3426697  0.35559607],153,SENSITIVE,0,0.8354014158248901,0.9431037306785583,,0.9907503128051758
AZ-A,10.0,Aurora kinase inhibitors,[0.3071111  0.3428407  0.35004812],154,SENSITIVE,0,0.8339405655860901,0.9459531307220459,,0.9952582716941833
AZ-A,10.0,Aurora kinase inhibitors,[0.3061781 0.3399345 0.3538874],155,SENSITIVE,0,0.8161683678627014,0.9346721172332764,,0.9957838654518127
AZ-A,30.0,Aurora kinase inhibitors,[0.30535707 0.34106362 0.35357925],156,SENSITIVE,0,0.7728152275085449,0.8978347182273865,,0.9827753305435181
AZ-A,30.0,Aurora kinase inhibitors,[0.30684865 0.34216288 0.35098845],157,SENSITIVE,0,0.7842589616775513,0.9037461280822754,,0.9788205623626709
AZ-A,30.0,Aurora kinase inhibitors,[0.30325016 0.33178598 0.3649639 ],158,SENSITIVE,0,0.7700193524360657,0.8951428532600403,,0.9821023941040039
AZ-A,30.0,Aurora kinase inhibitors,[0.3065316  0.34035206 0.3531164 ],159,SENSITIVE,0,0.7732009887695312,0.8990233540534973,,0.983987033367157
AZ-A,30.0,Aurora kinase inhibitors,[0.30657053 0.34219086 0.35123855],160,SENSITIVE,0,0.7770599126815796,0.9023402333259583,,0.9837706685066223
AZ-A,30.0,Aurora kinase inhibitors,[0.3047606  0.34047765 0.3547618 ],161,SENSITIVE,0,0.771058976650238,0.8964494466781616,,0.9813717603683472
AZ-A,30.0,Aurora kinase inhibitors,[0.3032413  0.33966884 0.35708988],162,SENSITIVE,0,0.7517481446266174,0.8834330439567566,,0.9790953397750854
AZ-A,30.0,Aurora kinase inhibitors,[0.30651203 0.33714554 0.35634243],163,SENSITIVE,0,0.7747085690498352,0.901077389717102,,0.985443651676178
AZ-A,30.0,Aurora kinase inhibitors,[0.306981   0.3368092  0.35620984],164,SENSITIVE,0,0.7758468985557556,0.8992406725883484,,0.9800710082054138
AZ-A,30.0,Aurora kinase inhibitors,[0.31022793 0.34339827 0.3463738 ],165,SENSITIVE,0,0.7604004144668579,0.889671802520752,,0.9790598154067993
AZ-A,30.0,Aurora kinase inhibitors,[0.3075699  0.33693668 0.35549346],166,SENSITIVE,0,0.7695451974868774,0.897217333316803,,0.9841415286064148
AZ-A,30.0,Aurora kinase inhibitors,[0.3077041  0.3355964  0.35669956],167,SENSITIVE,0,0.7748593091964722,0.8997701406478882,,0.9844387173652649
