compound,concentration,moa,attention,idx,resistance_type,resistance_code,dmso_similarity,moa_similarity,cross_moa,cross_moa_similarity
cytochalasin B,30.0,Actin disruptors,[0.30866554 0.3399592  0.3513752 ],16,SENSITIVE,0,-0.26040351390838623,0.978775680065155,,0.9542941451072693
cytochalasin B,30.0,Actin disruptors,[0.31000042 0.3418456  0.34815398],17,SENSITIVE,0,-0.19041745364665985,0.9813130497932434,,0.9655595421791077
cytochalasin B,30.0,Actin disruptors,[0.3082051  0.33710682 0.35468808],18,SENSITIVE,0,-0.2300381362438202,0.9805680513381958,,0.9529547691345215
cytochalasin B,30.0,Actin disruptors,[0.3035571  0.33889005 0.3575529 ],19,SENSITIVE,0,-0.20797458291053772,0.9860745668411255,,0.9655164480209351
cytochalasin B,30.0,Actin disruptors,[0.30936176 0.33653834 0.3540999 ],20,SENSITIVE,0,-0.09808763861656189,0.9819596409797668,,0.9639101028442383
cytochalasin B,30.0,Actin disruptors,[0.30932912 0.34228745 0.3483834 ],21,SENSITIVE,0,-0.22037723660469055,0.9704670906066895,,0.940453827381134
cytochalasin B,30.0,Actin disruptors,[0.3134469  0.33682236 0.3497307 ],22,SENSITIVE,0,-0.256597638130188,0.980026125907898,,0.9524770975112915
cytochalasin B,30.0,Actin disruptors,[0.30526522 0.33980012 0.35493472],23,SENSITIVE,0,-0.16634222865104675,0.9783589243888855,,0.9583169221878052
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30324772 0.33149847 0.36525378],24,SENSITIVE,0,-0.13940243422985077,0.9890897274017334,,0.9570575952529907
cytochalasin D,0.30000001192092896,Actin disruptors,[0.3066766  0.3334415  0.35988194],25,SENSITIVE,0,-0.13095049560070038,0.9741129279136658,,0.9362382292747498
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30362386 0.33583266 0.36054352],26,SENSITIVE,0,-0.12586355209350586,0.9840590953826904,,0.9482487440109253
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30443886 0.33485806 0.36070305],27,SENSITIVE,0,-0.1603081077337265,0.9919959306716919,,0.9631429314613342
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30411318 0.33118692 0.36469993],28,SENSITIVE,0,-0.15361785888671875,0.987899661064148,,0.9539234042167664
cytochalasin D,0.30000001192092896,Actin disruptors,[0.29928386 0.33345637 0.36725968],29,SENSITIVE,0,-0.07224047929048538,0.9883931875228882,,0.9698554277420044
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30207112 0.33488122 0.3630477 ],30,SENSITIVE,0,-0.15701636672019958,0.9903949499130249,,0.9578967094421387
cytochalasin D,0.30000001192092896,Actin disruptors,[0.29741234 0.33604664 0.36654103],31,SENSITIVE,0,-0.0651140883564949,0.9884058237075806,,0.9674497842788696
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30265176 0.33256865 0.3647796 ],32,SENSITIVE,0,-0.1548878699541092,0.9842787384986877,,0.947514533996582
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30182883 0.33578706 0.36238408],33,SENSITIVE,0,-0.15784692764282227,0.9896844625473022,,0.9556684494018555
cytochalasin D,0.30000001192092896,Actin disruptors,[0.30369872 0.33442616 0.36187512],34,SENSITIVE,0,-0.15270298719406128,0.9837247133255005,,0.9463889598846436
cytochalasin D,0.30000001192092896,Actin disruptors,[0.3017522  0.33120942 0.3670384 ],35,SENSITIVE,0,-0.13105569779872894,0.9864696860313416,,0.9521745443344116
latrunculin B,1.0,Actin disruptors,[0.3103125  0.36034334 0.3293441 ],36,CROSS_RESISTANCE,3,0.8394365310668945,0.1653774529695511,Aurora kinase inhibitors,0.8395167589187622
latrunculin B,1.0,Actin disruptors,[0.31767672 0.34538594 0.33693737],37,SENSITIVE,0,0.3547554314136505,0.8287963271141052,,0.8458170294761658
latrunculin B,1.0,Actin disruptors,[0.306738   0.34605753 0.3472045 ],38,SENSITIVE,0,-0.14127135276794434,0.9840484261512756,,0.9745050668716431
latrunculin B,1.0,Actin disruptors,[0.3065785  0.34635857 0.34706286],39,SENSITIVE,0,-0.17718110978603363,0.9908225536346436,,0.9680694341659546
latrunculin B,1.0,Actin disruptors,[0.31343618 0.34143388 0.34512997],40,SENSITIVE,0,-0.059474341571331024,0.983299732208252,,0.9736716151237488
latrunculin B,1.0,Actin disruptors,[0.31180847 0.35042626 0.3377653 ],41,PARTIAL_RESISTANCE,2,0.41215023398399353,0.7050644755363464,,0.8468126654624939
latrunculin B,1.0,Actin disruptors,[0.30861    0.34692284 0.34446713],42,SENSITIVE,0,0.09054912626743317,0.8164978623390198,,0.8986942768096924
latrunculin B,1.0,Actin disruptors,[0.3076561  0.35202962 0.34031427],43,SENSITIVE,0,-0.07734508067369461,0.9813041687011719,,0.9789917469024658
latrunculin B,1.0,Actin disruptors,[0.31067303 0.34645832 0.34286866],44,SENSITIVE,0,-0.08443973958492279,0.9906678795814514,,0.9673506617546082
latrunculin B,1.0,Actin disruptors,[0.30628842 0.3571954  0.3365161 ],45,CROSS_RESISTANCE,3,0.4852297306060791,0.36125442385673523,DNA replication,0.9120543003082275
latrunculin B,1.0,Actin disruptors,[0.3042042  0.35063928 0.34515655],46,SENSITIVE,0,0.04794946685433388,0.8446444869041443,,0.8953884840011597
latrunculin B,1.0,Actin disruptors,[0.31048065 0.33967248 0.34984684],47,SENSITIVE,0,-0.11763639003038406,0.990842878818512,,0.9706634283065796
latrunculin B,3.0,Actin disruptors,[0.30468807 0.34469777 0.3506141 ],48,SENSITIVE,0,-0.16468530893325806,0.9904497861862183,,0.9581891298294067
latrunculin B,3.0,Actin disruptors,[0.30886036 0.33522287 0.35591677],49,SENSITIVE,0,-0.19208906590938568,0.9907751083374023,,0.9652968645095825
latrunculin B,3.0,Actin disruptors,[0.30394825 0.3379867  0.35806504],50,SENSITIVE,0,-0.18338513374328613,0.9870969653129578,,0.9633137583732605
latrunculin B,3.0,Actin disruptors,[0.30850983 0.33410114 0.3573891 ],51,SENSITIVE,0,-0.15966065227985382,0.988002598285675,,0.9544848799705505
latrunculin B,3.0,Actin disruptors,[0.30400488 0.3398515  0.35614362],52,SENSITIVE,0,-0.1267446130514145,0.9880116581916809,,0.9590464234352112
latrunculin B,3.0,Actin disruptors,[0.30662054 0.33442158 0.35895792],53,SENSITIVE,0,-0.18593566119670868,0.9887353181838989,,0.9500495195388794
latrunculin B,3.0,Actin disruptors,[0.30403444 0.33789268 0.35807285],54,SENSITIVE,0,-0.13624092936515808,0.9857337474822998,,0.9681544303894043
latrunculin B,3.0,Actin disruptors,[0.30847898 0.33510327 0.35641778],55,SENSITIVE,0,-0.1547611504793167,0.9845432043075562,,0.952133297920227
latrunculin B,3.0,Actin disruptors,[0.30546126 0.33885187 0.35568693],56,SENSITIVE,0,-0.15544085204601288,0.9927297830581665,,0.9668657779693604
latrunculin B,3.0,Actin disruptors,[0.3026215  0.33885667 0.35852182],57,SENSITIVE,0,-0.17250961065292358,0.9923824071884155,,0.9660449028015137
latrunculin B,3.0,Actin disruptors,[0.30657372 0.33500397 0.35842228],58,SENSITIVE,0,-0.19432432949543,0.9905626177787781,,0.9537469148635864
latrunculin B,3.0,Actin disruptors,[0.31287482 0.34118098 0.3459442 ],59,SENSITIVE,0,0.00852356106042862,0.8902268409729004,,0.9416965842247009
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.28761715 0.3442377  0.36814514],60,SENSITIVE,0,0.8437706232070923,0.9810808897018433,,0.9350351095199585
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.28789508 0.34235665 0.3697483 ],61,SENSITIVE,0,0.8473172783851624,0.9791922569274902,,0.9309802055358887
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.29204118 0.34280896 0.3651499 ],62,SENSITIVE,0,0.8466672301292419,0.98112553358078,,0.9355536699295044
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.2892763  0.34290162 0.36782202],63,SENSITIVE,0,0.8261054158210754,0.9890692830085754,,0.9517787098884583
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.28879878 0.34109947 0.3701017 ],64,SENSITIVE,0,0.8682514429092407,0.9742413759231567,,0.9204235672950745
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.2885468  0.34440354 0.3670497 ],65,SENSITIVE,0,0.8471792340278625,0.9778635501861572,,0.9293326735496521
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.29015625 0.34064525 0.36919847],66,SENSITIVE,0,0.8524010181427002,0.9793192744255066,,0.930648148059845
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.29141134 0.34137815 0.36721057],67,SENSITIVE,0,0.8506799936294556,0.9784841537475586,,0.9289624094963074
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.28986722 0.33879462 0.37133822],68,SENSITIVE,0,0.7950154542922974,0.9917213916778564,,0.9674662947654724
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.29748595 0.3390074  0.36350664],69,SENSITIVE,0,0.9200680255889893,0.9361662864685059,,0.8707083463668823
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.289757   0.33875638 0.3714866 ],70,SENSITIVE,0,0.8313567638397217,0.9905679225921631,,0.9553072452545166
AZ258,0.10000000149011612,Aurora kinase inhibitors,[0.29236773 0.3419006  0.3657317 ],71,SENSITIVE,0,0.8542635440826416,0.9821388721466064,,0.9357211589813232
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28898984 0.33813804 0.37287208],72,SENSITIVE,0,0.7881242632865906,0.9943218231201172,,0.9709758162498474
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28996125 0.34103233 0.36900634],73,SENSITIVE,0,0.8135189414024353,0.9898537397384644,,0.9541261196136475
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.2888223  0.34373727 0.36744037],74,SENSITIVE,0,0.7977781295776367,0.9929646849632263,,0.9638108611106873
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.29024717 0.344187   0.3655658 ],75,SENSITIVE,0,0.811452329158783,0.9896799921989441,,0.954599142074585
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.29124653 0.34401232 0.36474112],76,SENSITIVE,0,0.787187933921814,0.994854748249054,,0.9727667570114136
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.29087245 0.34225234 0.36687523],77,SENSITIVE,0,0.8009258508682251,0.9937417507171631,,0.9649175405502319
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28992075 0.34373885 0.3663404 ],78,SENSITIVE,0,0.8020434379577637,0.9935829639434814,,0.9648248553276062
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28957364 0.34139666 0.36902973],79,SENSITIVE,0,0.8162007331848145,0.9873095750808716,,0.9493170976638794
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28744224 0.3409382  0.37161958],80,SENSITIVE,0,0.7978582382202148,0.9932984113693237,,0.965171217918396
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.29317328 0.34822896 0.3585977 ],81,SENSITIVE,0,0.8775215148925781,0.9697853326797485,,0.9138438701629639
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.29103497 0.3415098  0.36745518],82,SENSITIVE,0,0.829304575920105,0.9868934154510498,,0.9455917477607727
AZ258,0.30000001192092896,Aurora kinase inhibitors,[0.28943732 0.34254074 0.368022  ],83,SENSITIVE,0,0.8232164978981018,0.9848989248275757,,0.9436201453208923
AZ258,1.0,Aurora kinase inhibitors,[0.29242793 0.34657714 0.36099494],84,SENSITIVE,0,0.826619029045105,0.9854618906974792,,0.9467129707336426
AZ258,1.0,Aurora kinase inhibitors,[0.29121894 0.33720714 0.3715739 ],85,SENSITIVE,0,0.720649003982544,0.992829442024231,,0.9897705316543579
AZ258,1.0,Aurora kinase inhibitors,[0.28900236 0.3400741  0.37092355],86,SENSITIVE,0,0.8106422424316406,0.9852114319801331,,0.9481104612350464
AZ258,1.0,Aurora kinase inhibitors,[0.29020014 0.34326807 0.3665318 ],87,SENSITIVE,0,0.7333877682685852,0.994060754776001,,0.9854304194450378
AZ258,1.0,Aurora kinase inhibitors,[0.28962716 0.3417736  0.36859924],88,SENSITIVE,0,0.7351158857345581,0.9947502613067627,,0.9856853485107422
AZ258,1.0,Aurora kinase inhibitors,[0.29309416 0.33119208 0.37571374],89,SENSITIVE,0,0.7368155717849731,0.9785751700401306,,0.9746113419532776
AZ258,1.0,Aurora kinase inhibitors,[0.28957587 0.33940548 0.37101862],90,SENSITIVE,0,0.7683201432228088,0.9938941597938538,,0.9729269742965698
AZ258,1.0,Aurora kinase inhibitors,[0.2944345  0.33587483 0.36969066],91,SENSITIVE,0,0.8282155394554138,0.9768728613853455,,0.9361766576766968
AZ258,1.0,Aurora kinase inhibitors,[0.2890074  0.3424574  0.36853513],92,SENSITIVE,0,0.7940662503242493,0.99061518907547,,0.960607647895813
AZ258,1.0,Aurora kinase inhibitors,[0.29324505 0.33902815 0.3677268 ],93,SENSITIVE,0,0.7550917863845825,0.9932073354721069,,0.9837988615036011
AZ258,1.0,Aurora kinase inhibitors,[0.28808644 0.3432607  0.36865288],94,SENSITIVE,0,0.7666921615600586,0.9935747385025024,,0.9726765155792236
AZ258,1.0,Aurora kinase inhibitors,[0.2896174  0.3429057  0.36747694],95,SENSITIVE,0,0.7366675138473511,0.9935532212257385,,0.982486367225647
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.2888593 0.3426394 0.3685013],96,SENSITIVE,0,0.8401116132736206,0.9825414419174194,,0.9390689134597778
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.28983    0.34216195 0.36800808],97,SENSITIVE,0,0.8396163582801819,0.9820512533187866,,0.9384026527404785
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.28973815 0.34371775 0.3665441 ],98,SENSITIVE,0,0.8403176069259644,0.9833102226257324,,0.9392125010490417
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.28989542 0.34781083 0.36229378],99,SENSITIVE,0,0.8477634787559509,0.9797367453575134,,0.9328964352607727
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.2871105  0.34293425 0.3699552 ],100,SENSITIVE,0,0.8482040166854858,0.9795037508010864,,0.9321199059486389
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.28842834 0.34565184 0.3659199 ],101,SENSITIVE,0,0.8501377105712891,0.9808911085128784,,0.9351430535316467
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.29035103 0.34425202 0.36539695],102,SENSITIVE,0,0.8541188836097717,0.9759313464164734,,0.925569474697113
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.2895943 0.341939  0.3684667],103,SENSITIVE,0,0.8378159999847412,0.9844669103622437,,0.942814826965332
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.29015303 0.3428868  0.3669602 ],104,SENSITIVE,0,0.842056155204773,0.9808677434921265,,0.9350740909576416
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.29095477 0.34482887 0.3642163 ],105,SENSITIVE,0,0.8487744927406311,0.9803465604782104,,0.9348422288894653
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.28954774 0.34121406 0.36923817],106,SENSITIVE,0,0.841893196105957,0.9836370348930359,,0.9401718378067017
AZ841,0.10000000149011612,Aurora kinase inhibitors,[0.29420584 0.34881154 0.35698262],107,SENSITIVE,0,0.8630738258361816,0.972909152507782,,0.9227956533432007
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.28882542 0.34622154 0.36495304],108,SENSITIVE,0,0.7849109172821045,0.9965226650238037,,0.9771193265914917
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.28994116 0.3410127  0.36904615],109,SENSITIVE,0,0.8022075891494751,0.9937779903411865,,0.9663783311843872
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2911153  0.34610656 0.36277816],110,SENSITIVE,0,0.8090127110481262,0.9940561652183533,,0.9641969799995422
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.28856838 0.34302878 0.3684028 ],111,SENSITIVE,0,0.8038573861122131,0.9918609261512756,,0.9594120979309082
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.28657845 0.34398296 0.36943856],112,SENSITIVE,0,0.8245095014572144,0.9849046468734741,,0.9426276087760925
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2892296  0.3410145  0.36975583],113,SENSITIVE,0,0.8249919414520264,0.9847989678382874,,0.9426854252815247
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.29028195 0.33690703 0.37281105],114,SENSITIVE,0,0.7728195190429688,0.9952890276908875,,0.9800239205360413
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2924667  0.34574685 0.36178643],115,SENSITIVE,0,0.8188639283180237,0.9879088401794434,,0.9511961936950684
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2900373  0.34749243 0.36247024],116,SENSITIVE,0,0.8179163932800293,0.989734947681427,,0.9545621871948242
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2892894  0.3478281  0.36288252],117,SENSITIVE,0,0.8021359443664551,0.9928478002548218,,0.962835431098938
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2913426  0.33754373 0.37111363],118,SENSITIVE,0,0.8327351808547974,0.9883719086647034,,0.9474589824676514
AZ841,0.30000001192092896,Aurora kinase inhibitors,[0.2903739  0.34381127 0.36581483],119,SENSITIVE,0,0.8089684844017029,0.9895892143249512,,0.9547690749168396
AZ841,1.0,Aurora kinase inhibitors,[0.28946465 0.34187564 0.36865973],120,SENSITIVE,0,0.7435265779495239,0.9946041107177734,,0.9827429056167603
AZ841,1.0,Aurora kinase inhibitors,[0.2921854  0.3466145  0.36120003],121,SENSITIVE,0,0.7527638673782349,0.9949789047241211,,0.9806780815124512
AZ841,1.0,Aurora kinase inhibitors,[0.2925862  0.34767964 0.35973418],122,SENSITIVE,0,0.7774836421012878,0.99392169713974,,0.9715479612350464
AZ841,1.0,Aurora kinase inhibitors,[0.2908065  0.34770685 0.3614866 ],123,SENSITIVE,0,0.7375829219818115,0.9945025444030762,,0.9848144054412842
AZ841,1.0,Aurora kinase inhibitors,[0.28769633 0.34237996 0.36992365],124,SENSITIVE,0,0.744886040687561,0.9940929412841797,,0.9825080633163452
AZ841,1.0,Aurora kinase inhibitors,[0.28873223 0.34614453 0.3651232 ],125,SENSITIVE,0,0.7499191761016846,0.9940464496612549,,0.9806705713272095
AZ841,1.0,Aurora kinase inhibitors,[0.28649503 0.34073356 0.37277138],126,SENSITIVE,0,0.7527062296867371,0.995228111743927,,0.9831154346466064
AZ841,1.0,Aurora kinase inhibitors,[0.2894247  0.34341362 0.36716163],127,SENSITIVE,0,0.7611241340637207,0.9945877194404602,,0.977737307548523
AZ841,1.0,Aurora kinase inhibitors,[0.29081404 0.34283283 0.36635312],128,SENSITIVE,0,0.7335814237594604,0.9940192699432373,,0.9849240779876709
AZ841,1.0,Aurora kinase inhibitors,[0.28859478 0.34622136 0.3651838 ],129,SENSITIVE,0,0.7330013513565063,0.9946691989898682,,0.9894969463348389
AZ841,1.0,Aurora kinase inhibitors,[0.2896003  0.34308612 0.3673136 ],130,SENSITIVE,0,0.7336903810501099,0.9946107864379883,,0.9865981936454773
AZ841,1.0,Aurora kinase inhibitors,[0.28797698 0.3428196  0.36920342],131,SENSITIVE,0,0.7333196401596069,0.9946544170379639,,0.9876023530960083
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29150712 0.345718   0.36277494],132,SENSITIVE,0,0.8868387341499329,0.9592056274414062,,0.8958081007003784
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29391438 0.3501235  0.3559621 ],133,SENSITIVE,0,0.8904587030410767,0.9572506546974182,,0.8940969109535217
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29099095 0.3488364  0.36017263],134,SENSITIVE,0,0.8734620809555054,0.9702869057655334,,0.9187086820602417
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.30431718 0.3526808  0.34300202],135,CROSS_RESISTANCE,3,0.26301565766334534,0.31988438963890076,Epithelial,0.8893864154815674
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.2914869  0.35163283 0.35688025],136,SENSITIVE,0,0.9131526947021484,0.934226393699646,,0.8625222444534302
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29047373 0.34635875 0.3631676 ],137,SENSITIVE,0,0.8582454919815063,0.9760396480560303,,0.9269038438796997
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29227617 0.34762815 0.36009565],138,SENSITIVE,0,0.8772000670433044,0.9680168628692627,,0.9148526191711426
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29943463 0.3551791  0.34538627],139,SENSITIVE,0,0.9372631311416626,0.9152319431304932,,0.831672728061676
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.29129288 0.3403167  0.36839038],140,SENSITIVE,0,0.8755433559417725,0.9671829342842102,,0.9086229205131531
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.28913596 0.34617007 0.36469397],141,SENSITIVE,0,0.8371396064758301,0.9842840433120728,,0.9418254494667053
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.2903609 0.3464797 0.3631594],142,SENSITIVE,0,0.8650988340377808,0.9754694700241089,,0.9243600368499756
AZ-A,0.10000000149011612,Aurora kinase inhibitors,[0.2897133  0.3438484  0.36643833],143,SENSITIVE,0,0.865090012550354,0.9753844738006592,,0.9229264259338379
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29069614 0.3479511  0.36135274],144,SENSITIVE,0,0.8214444518089294,0.989310622215271,,0.953667163848877
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29060048 0.3447423  0.36465713],145,SENSITIVE,0,0.8076251745223999,0.9930447340011597,,0.9614533185958862
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.28984857 0.3500609  0.36009055],146,SENSITIVE,0,0.8552943468093872,0.9828823804855347,,0.9379113912582397
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29090467 0.33817726 0.37091807],147,SENSITIVE,0,0.7895870208740234,0.993897557258606,,0.9705430865287781
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29029983 0.34630984 0.3633903 ],148,SENSITIVE,0,0.8362812399864197,0.982501208782196,,0.9385552406311035
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.2937045  0.34485912 0.36143637],149,SENSITIVE,0,0.8541532754898071,0.9794495105743408,,0.9286589026451111
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29012775 0.34556767 0.3643046 ],150,SENSITIVE,0,0.842717170715332,0.9775289297103882,,0.9282233715057373
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29322416 0.34775528 0.3590206 ],151,SENSITIVE,0,0.8772784471511841,0.9634518623352051,,0.9022804498672485
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.28998345 0.3453292  0.3646873 ],152,SENSITIVE,0,0.8427679538726807,0.9795781373977661,,0.932008683681488
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.28942713 0.34675393 0.36381888],153,SENSITIVE,0,0.8723234534263611,0.960607647895813,,0.8972002267837524
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29331195 0.34711456 0.35957348],154,SENSITIVE,0,0.8231271505355835,0.988067090511322,,0.9519644975662231
AZ-A,0.30000001192092896,Aurora kinase inhibitors,[0.29022127 0.3469086  0.36287016],155,SENSITIVE,0,0.8134679794311523,0.9903404116630554,,0.9564003944396973
AZ-A,1.0,Aurora kinase inhibitors,[0.29787508 0.3455078  0.35661715],156,SENSITIVE,0,0.8377452492713928,0.979364275932312,,0.9335753321647644
AZ-A,1.0,Aurora kinase inhibitors,[0.29237872 0.3486398  0.35898143],157,SENSITIVE,0,0.8046643733978271,0.9939335584640503,,0.9652491807937622
AZ-A,1.0,Aurora kinase inhibitors,[0.30229232 0.35791203 0.33979562],158,SENSITIVE,0,0.881155788898468,0.9545720219612122,,0.9110351800918579
AZ-A,1.0,Aurora kinase inhibitors,[0.30005708 0.35198456 0.34795833],159,SENSITIVE,0,0.8685042858123779,0.9586519002914429,,0.901756763458252
AZ-A,1.0,Aurora kinase inhibitors,[0.2895036  0.34058475 0.3699116 ],160,SENSITIVE,0,0.7434674501419067,0.9952666163444519,,0.9839358925819397
AZ-A,1.0,Aurora kinase inhibitors,[0.29313013 0.34408465 0.3627852 ],161,SENSITIVE,0,0.7784361839294434,0.9943825602531433,,0.9706384539604187
AZ-A,1.0,Aurora kinase inhibitors,[0.30438045 0.3492926  0.34632692],162,CROSS_RESISTANCE,3,0.41443541646003723,0.6336197257041931,Epithelial,0.9335939884185791
AZ-A,1.0,Aurora kinase inhibitors,[0.28989103 0.34552345 0.36458555],163,SENSITIVE,0,0.7739134430885315,0.9932937026023865,,0.9722981452941895
AZ-A,1.0,Aurora kinase inhibitors,[0.29247704 0.3403476  0.36717534],164,SENSITIVE,0,0.7387256026268005,0.9920952320098877,,0.9865576028823853
